"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Silva, V.; Soares, F.; Esteves, J.; da Silva Pereira​, A.P.; Matos, D.","Silva, Vinícius (57191270842); Soares, F. Oliveira (7006778773); Esteves, Joao Sena (24775662800); da Silva Pereira​, Ana Paula (55984040600); Matos, Demétrio (55348411400)","57191270842; 7006778773; 24775662800; 55984040600; 55348411400","Adequacy of Game Scenarios for an Object with Playware Technology to Promote Emotion Recognition in Children with Autism Spectrum Disorder","2020","Advances in Intelligent Systems and Computing","1026","","","293","298","2","10.1007/978-3-030-27928-8_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071457173&doi=10.1007%2F978-3-030-27928-8_44&partnerID=40&md5=4b8a50bc6ffa25260d780bda6f97eed0","ALGORITMI Research Centre, Universidade do Minho, Braga, Braga, Portugal; Department of Industrial Electronics, Universidade do Minho, Braga, Braga, Portugal; Research Centre on Education, Universidade do Minho, Braga, Braga, Portugal; Instituto de Investigação em Design, Media e Cultura [ID+], Aveiro, Aveiro, Portugal","Silva, Vinícius, ALGORITMI Research Centre, Universidade do Minho, Braga, Braga, Portugal; Soares, F. Oliveira, ALGORITMI Research Centre, Universidade do Minho, Braga, Braga, Portugal, Department of Industrial Electronics, Universidade do Minho, Braga, Braga, Portugal; Esteves, Joao Sena, ALGORITMI Research Centre, Universidade do Minho, Braga, Braga, Portugal, Department of Industrial Electronics, Universidade do Minho, Braga, Braga, Portugal; da Silva Pereira​, Ana Paula, Research Centre on Education, Universidade do Minho, Braga, Braga, Portugal; Matos, Demétrio, Instituto de Investigação em Design, Media e Cultura [ID+], Aveiro, Aveiro, Portugal","V. Silva; Algoritmi Research Centre, University of Minho, Guimarães, Portugal; email: a65312@alunos.uminho.pt","Ahram, T.; Karwowski, W.; Pickl, S.; Taiar, R.","Springer Verlag service@springer.de","21945357","9783319604855; 9783319276427; 9783319419343; 9783319232034; 9783319938844; 9783642330414; 9783319262833; 9788132220084; 9783642375019; 9783030026820","","","English","Adv. Intell. Sys. Comput.","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85071457173"
"Schauder, K.B.; Park, W.J.; Tsank, Y.; Eckstein, M.P.; Tadin, D.; Bennetto, L.","Schauder, Kimberly B. (55609176700); Park, Woon Ju (55621179200); Tsank, Yuliy (57197834159); Eckstein, Miguel Patricio (7101859525); Tadin, Duje (6602641637); Bennetto, Loisa (6602910465)","55609176700; 55621179200; 57197834159; 7101859525; 6602641637; 6602910465","Initial eye gaze to faces and its functional consequence on face identification abilities in autism spectrum disorder","2019","Journal of Neurodevelopmental Disorders","11","1","42","","","14","10.1186/s11689-019-9303-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077308425&doi=10.1186%2Fs11689-019-9303-z&partnerID=40&md5=55ea9a5d86ba9cd0e027bedd0e7e1a85","Department of Psychology, University of Rochester, Rochester, NY, United States; Center for Visual Science, University of Rochester, Rochester, NY, United States; Center for Autism Spectrum Disorders, Children's National Medical Center, Rockville, MD, United States; University of Washington, Seattle, WA, United States; Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States; Department of Brain and Cognitive Sciences, University of Rochester, Rochester, NY, United States; Departments of Ophthalmology and Neuroscience, University of Rochester School of Medicine and Dentistry, Rochester, NY, United States","Schauder, Kimberly B., Department of Psychology, University of Rochester, Rochester, NY, United States, Center for Visual Science, University of Rochester, Rochester, NY, United States, Center for Autism Spectrum Disorders, Children's National Medical Center, Rockville, MD, United States; Park, Woon Ju, University of Washington, Seattle, WA, United States; Tsank, Yuliy, Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States; Eckstein, Miguel Patricio, Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barbara, CA, United States; Tadin, Duje, Center for Visual Science, University of Rochester, Rochester, NY, United States, Department of Brain and Cognitive Sciences, University of Rochester, Rochester, NY, United States, Departments of Ophthalmology and Neuroscience, University of Rochester School of Medicine and Dentistry, Rochester, NY, United States; Bennetto, Loisa, Department of Psychology, University of Rochester, Rochester, NY, United States, Department of Brain and Cognitive Sciences, University of Rochester, Rochester, NY, United States","K.B. Schauder; Department of Psychology, University of Rochester, Rochester, P.O Box 270266, Meliora Hall, 14627, United States; email: kschauder@childrensnational.org","","BioMed Central Ltd","18661947","","","31883518","English","J. Neurodevelopmental Disord.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85077308425"
"Phillips, J.M.; Uljarević, M.; Schuck, R.K.; Schapp, S.; Solomon, E.M.; Salzman, E.; Allerhand, L.; Libove, R.A.; Frazier, T.W.; Hardan, A.Y.","Phillips, Jennifer M. (7404577498); Uljarević, Mirko (42263043800); Schuck, Rachel K. (55890518800); Schapp, Salena (56605063700); Solomon, Elizabeth M. (57212551645); Salzman, Emma (56604778500); Allerhand, Lauren A. (57211557651); Libove, Robin A. (26642065600); Frazier, Thomas W. (57202495851); Hardan, Antonio Y. (6701799729)","7404577498; 42263043800; 55890518800; 56605063700; 57212551645; 56604778500; 57211557651; 26642065600; 57202495851; 6701799729","Development of the Stanford Social Dimensions Scale: Initial validation in autism spectrum disorder and in neurotypicals","2019","Molecular Autism","10","1","48","","","30","10.1186/s13229-019-0298-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077073560&doi=10.1186%2Fs13229-019-0298-9&partnerID=40&md5=a20ad48f95c5bb571f8b8ae2f886137f","Stanford University, Stanford, CA, United States; Kaiser Permanente, Oakland, CA, United States; UC Davis School of Medicine, Sacramento, CA, United States; University of California, San Francisco, San Francisco, CA, United States; Autism Speaks Inc, Boone, IA, United States","Phillips, Jennifer M., Stanford University, Stanford, CA, United States; Uljarević, Mirko, Stanford University, Stanford, CA, United States; Schuck, Rachel K., Stanford University, Stanford, CA, United States; Schapp, Salena, Kaiser Permanente, Oakland, CA, United States; Solomon, Elizabeth M., UC Davis School of Medicine, Sacramento, CA, United States; Salzman, Emma, University of California, San Francisco, San Francisco, CA, United States; Allerhand, Lauren A., Stanford University, Stanford, CA, United States; Libove, Robin A., Stanford University, Stanford, CA, United States; Frazier, Thomas W., Autism Speaks Inc, Boone, IA, United States; Hardan, Antonio Y., Stanford University, Stanford, CA, United States","A.Y. Hardan; Department of Psychiatry and Behavioral Sciences, Stanford University, Stanford, United States; email: hardanay@stanford.edu","","BioMed Central Ltd. info@biomedcentral.com","","","","31890146","English","Mol. Autism","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85077073560"
"Todorova, G.K.; Hatton, R.E.M.; Pollick, F.E.","Todorova, Greta Krasimirova (57198865790); Hatton, Rosalind Elizabeth Mcbean (57200824783); Pollick, Frank E. (7004147308)","57198865790; 57200824783; 7004147308","Biological motion perception in autism spectrum disorder: A meta-analysis","2019","Molecular Autism","10","1","49","","","81","10.1186/s13229-019-0299-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077061580&doi=10.1186%2Fs13229-019-0299-8&partnerID=40&md5=127ada40dfc0f98adbdf757218d0f9e7","University of Glasgow, Glasgow, Scotland, United Kingdom; Bradford District Care NHS Foundation Trust, Bradford, West Yorkshire, United Kingdom","Todorova, Greta Krasimirova, University of Glasgow, Glasgow, Scotland, United Kingdom; Hatton, Rosalind Elizabeth Mcbean, Bradford District Care NHS Foundation Trust, Bradford, West Yorkshire, United Kingdom; Pollick, Frank E., University of Glasgow, Glasgow, Scotland, United Kingdom","G.K. Todorova; University of Glasgow, Glasgow, 62 Hillhead Street, G12 8AD, United Kingdom; email: g.todorova.1@research.gla.ac.uk","","BioMed Central Ltd","","","","31890147","English","Mol. Autism","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85077061580"
"Liu, T.-L.; Wang, P.-W.; Yang, Y.-H.C.; Shyi, G.C.-W.; Yen, C.-F.","Liu, Tailing (36477304800); Wang, Pengwei (55581606700); Yang, Yi Hsin (56414209800); Shyi, Gary Chon Wen (6507624742); Yen, Chengfang (7202149068)","36477304800; 55581606700; 56414209800; 6507624742; 7202149068","Association between facial emotion recognition and bullying involvement among adolescents with high-functioning autism spectrum disorder","2019","International Journal of Environmental Research and Public Health","16","24","5125","","","16","10.3390/ijerph16245125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076741781&doi=10.3390%2Fijerph16245125&partnerID=40&md5=9d02c4291983a910146c624fd1c00807","Department of Psychiatry, Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan; Department of Psychiatry, Kaohsiung Medical University College of Medicine, Kaohsiung, Taiwan; Department of Pharmacy, Kaohsiung Medical University, Kaohsiung, Taiwan; National Institute of Cancer Research, Tainan, Taiwan; Department of Psychology and Center for Research in Cognitive Sciences, National Chung Cheng University, Min-Hsiung, Chiayi, Taiwan","Liu, Tailing, Department of Psychiatry, Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan, Department of Psychiatry, Kaohsiung Medical University College of Medicine, Kaohsiung, Taiwan; Wang, Pengwei, Department of Psychiatry, Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan, Department of Psychiatry, Kaohsiung Medical University College of Medicine, Kaohsiung, Taiwan; Yang, Yi Hsin, Department of Pharmacy, Kaohsiung Medical University, Kaohsiung, Taiwan, National Institute of Cancer Research, Tainan, Taiwan; Shyi, Gary Chon Wen, Department of Psychology and Center for Research in Cognitive Sciences, National Chung Cheng University, Min-Hsiung, Chiayi, Taiwan; Yen, Chengfang, Department of Psychiatry, Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan, Department of Psychiatry, Kaohsiung Medical University College of Medicine, Kaohsiung, Taiwan","G.C.-W. Shyi; Department of Psychology and Center for Research in Cognitive Sciences, National Chung-Cheng University, Chiayi, 621, Taiwan; email: psycws@ccu.edu.tw","","MDPI AG indexing@mdpi.com Postfach Basel CH-4005","16604601; 16617827","","","31847476","English","Int. J. Environ. Res. Public Health","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85076741781"
"Samad, A.; Aqeel-Ur-Rehman; Ali, S.A.","Samad, Abdul (58598375900); Aqeel-Ur-Rehman (59385280200); Ali, Syed Abbas (55347779900)","58598375900; 59385280200; 55347779900","Performance Evaluation of Learning Classifiers of Children Emotions using Feature Combinations in the Presence of Noise","2019","Engineering, Technology and Applied Science Research","9","6","","5088","5092","4","10.48084/etasr.3193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111460923&doi=10.48084%2Fetasr.3193&partnerID=40&md5=7b355d581660de65f93ee4f5ec4720e3","Department of Computer Science, Hamdard University, Karachi, Sindh, Pakistan; Department of Computer and Information Systems Engineering, NED University of Engineering & Technology, Karachi, Sindh, Pakistan","Samad, Abdul, Department of Computer Science, Hamdard University, Karachi, Sindh, Pakistan; Aqeel-Ur-Rehman, null, Department of Computer Science, Hamdard University, Karachi, Sindh, Pakistan; Ali, Syed Abbas, Department of Computer and Information Systems Engineering, NED University of Engineering & Technology, Karachi, Sindh, Pakistan","A. Samad; Department of Computer Science, Hamdard University, Karachi, Pakistan; email: asamad23@gmail.com","","Dr D. Pylarinos","22414487","","","","English","Eng. Technol. Appl. Sci. Res.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85111460923"
"Marchi, E.; Schuller, B.W.; Baird, A.; Baron-Cohen, S.; Lassalle, A.; O'Reilly, H.; Pigat, D.; Robinson, P.; Davies, I.; Baltrušaitis, T.; Adams, A.; Mahmoud, M.; Golan, O.; Fridenson-Hayo, S.; Shachar, S.; Newman, S.; Meir-Goren, N.; Camurri, A.; Piana, S.; Bölte, S.; Sezgin, M.; Alyüz, N.; Rynkiewicz, A.; Baranger, A.","Marchi, Erik (40561595300); Schuller, Björn W. (6603767415); Baird, Alice E. (57191860582); Baron-Cohen, Simon B. (7006016927); Lassalle, Amandine (55856732900); O'Reilly, Helen (37026799300); Pigat, Delia (56001869100); Robinson, Peter (57205369790); Davies, Ian P. (35301574800); Baltrušaitis, Tadas (36696075900); Adams, Andra (53867711000); Mahmoud, Marwa M. (39861993700); Golan, Ofer (12801811600); Fridenson-Hayo, Shimrit (57192435392); Shachar, Tal (57217331440); Newman, Shai (57218393201); Meir-Goren, Noga (57193536220); Camurri, Antonio (7003668526); Piana, Stefano (57195594495); Bölte, Sven (7003433798); Sezgin, Metin Metin (57211636163); Alyüz, Nesȩ (20336681300); Rynkiewicz, Agnieszka (55862168200); Baranger, Aurelie (57218398542)","40561595300; 6603767415; 57191860582; 7006016927; 55856732900; 37026799300; 56001869100; 57205369790; 35301574800; 36696075900; 53867711000; 39861993700; 12801811600; 57192435392; 57217331440; 57218393201; 57193536220; 7003668526; 57195594495; 7003433798; 57211636163; 20336681300; 55862168200; 57218398542","The ASC-inclusion perceptual serious gaming platform for autistic children","2019","IEEE Transactions on Games","11","4","2864640","328","339","29","10.1109/TG.2018.2864640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089075222&doi=10.1109%2FTG.2018.2864640&partnerID=40&md5=b7330b0c1bf3706257e566aac9841cfa","Apple Computer, Cupertino, CA, United States; Machine Intelligence and Signal Processing Group, Technische Universität München, Munich, Bayern, Germany; AudEERING GmbH, Gilching, Gilching, Bayern, Germany; Universität Augsburg, Augsburg, Bayern, Germany; Department of Computing, Imperial College London, London, United Kingdom; Chair of Embedded Intelligence for Health Care and Wellbeing, Universität Augsburg, Augsburg, Bayern, Germany; Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Department of Brain and Cognition, Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands; Dutch Autism and ADHD Research Center (d'Arc), Amsterdam, Netherlands; Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Computer Laboratory, University of Cambridge, Cambridge, Cambridgeshire, United Kingdom; Department of Psychology, Bar-Ilan University, Ramat Gan, Tel Aviv District, Israel; Compedia Ltd, Ramat Gan, Israel; InfoMus Lab., Università degli Studi di Genova, Genoa, Italy; Center of Neurodevelopmental Disorders, Karolinska Institutet, Stockholm, Stockholms, Sweden; Intelligent User Interfaces Lab, Koç University, Istanbul, Turkey; Faculty of Medicine, University of Rzeszów, Rzeszow, PK, Poland; Autism Europe, Ghent, Belgium","Marchi, Erik, Apple Computer, Cupertino, CA, United States, Machine Intelligence and Signal Processing Group, Technische Universität München, Munich, Bayern, Germany, AudEERING GmbH, Gilching, Gilching, Bayern, Germany; Schuller, Björn W., Universität Augsburg, Augsburg, Bayern, Germany, Department of Computing, Imperial College London, London, United Kingdom; Baird, Alice E., Chair of Embedded Intelligence for Health Care and Wellbeing, Universität Augsburg, Augsburg, Bayern, Germany; Baron-Cohen, Simon B., Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Lassalle, Amandine, Department of Brain and Cognition, Universiteit van Amsterdam, Amsterdam, Noord-Holland, Netherlands, Dutch Autism and ADHD Research Center (d'Arc), Amsterdam, Netherlands, Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; O'Reilly, Helen, Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Pigat, Delia, Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Robinson, Peter, ; Davies, Ian P., Computer Laboratory, University of Cambridge, Cambridge, Cambridgeshire, United Kingdom; Baltrušaitis, Tadas, Computer Laboratory, University of Cambridge, Cambridge, Cambridgeshire, United Kingdom; Adams, Andra, Computer Laboratory, University of Cambridge, Cambridge, Cambridgeshire, United Kingdom; Mahmoud, Marwa M., Computer Laboratory, University of Cambridge, Cambridge, Cambridgeshire, United Kingdom; Golan, Ofer, Department of Psychology, Bar-Ilan University, Ramat Gan, Tel Aviv District, Israel; Fridenson-Hayo, Shimrit, Department of Psychology, Bar-Ilan University, Ramat Gan, Tel Aviv District, Israel; Shachar, Tal, Department of Psychology, Bar-Ilan University, Ramat Gan, Tel Aviv District, Israel; Newman, Shai, Compedia Ltd, Ramat Gan, Israel; Meir-Goren, Noga, Compedia Ltd, Ramat Gan, Israel; Camurri, Antonio, InfoMus Lab., Università degli Studi di Genova, Genoa, Italy; Piana, Stefano, InfoMus Lab., Università degli Studi di Genova, Genoa, Italy; Bölte, Sven, Center of Neurodevelopmental Disorders, Karolinska Institutet, Stockholm, Stockholms, Sweden; Sezgin, Metin Metin, Intelligent User Interfaces Lab, Koç University, Istanbul, Turkey; Alyüz, Nesȩ, Intelligent User Interfaces Lab, Koç University, Istanbul, Turkey; Rynkiewicz, Agnieszka, Faculty of Medicine, University of Rzeszów, Rzeszow, PK, Poland; Baranger, Aurelie, Autism Europe, Ghent, Belgium","E. Marchi; Apple Inc., United States; email: erik.marchi@tum.de","","Institute of Electrical and Electronics Engineers Inc.","24751502","","","","English","IEEE Trans. Games","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85089075222"
"Lombardo, M.V.; Eyler, L.; Moore, A.; Datko, M.; Barnes, C.C.; Cha, D.; Courchesne, E.; Pierce, K.","Lombardo, Michael V. (57211089531); Eyler, Lisa Todd (6603804654); Moore, Adrienne (23397582700); Datko, Michael C. (55358871000); Barnes, Cynthia Carter (35110355700); Cha, Debra (57201296901); Courchesne, Eric H. (7006350638); Pierce, Karen L. (7101864147)","57211089531; 6603804654; 23397582700; 55358871000; 35110355700; 57201296901; 7006350638; 7101864147","Default mode-visual network hypoconnectivity in an autism subtype with pronounced social visual engagement difficulties","2019","eLife","8","","e47427","","","60","10.7554/eLife.47427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076691571&doi=10.7554%2FeLife.47427&partnerID=40&md5=7e7c843076f0eaa5d4f8b74da81286f2","Laboratory for Autism and Neurodevelopmental Disorders, Istituto Italiano di Tecnologia, Genoa, GE, Italy; Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Department of Psychiatry, La Jolla, CA, United States; VISN 22 Mental Illness Research, VA San Diego Healthcare System, San Diego, CA, United States; Department of Neurosciences, La Jolla, CA, United States","Lombardo, Michael V., Laboratory for Autism and Neurodevelopmental Disorders, Istituto Italiano di Tecnologia, Genoa, GE, Italy, Autism Research Centre, Cambridge, Cambridgeshire, United Kingdom; Eyler, Lisa Todd, Department of Psychiatry, La Jolla, CA, United States, VISN 22 Mental Illness Research, VA San Diego Healthcare System, San Diego, CA, United States; Moore, Adrienne, Department of Neurosciences, La Jolla, CA, United States; Datko, Michael C., Department of Neurosciences, La Jolla, CA, United States; Barnes, Cynthia Carter, Department of Neurosciences, La Jolla, CA, United States; Cha, Debra, Department of Neurosciences, La Jolla, CA, United States; Courchesne, Eric H., Department of Neurosciences, La Jolla, CA, United States; Pierce, Karen L., Department of Neurosciences, La Jolla, CA, United States","M.V. Lombardo; Laboratory for Autism and Neurodevelopmental Disorders, Center for Neuroscience and Cognitive Systems @UniTn, Istituto Italiano di Tecnologia, Rovereto, Italy; email: mvlombardo@gmail.com","","eLife Sciences Publications Ltd staff@elifesciences.org","","","","31843053","English","eLife","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85076691571"
"Desai, A.; Foss-Feig, J.H.; Naples, A.J.; Coffman, M.; Trevisan, D.A.; McPartland, J.C.","Desai, Aishani (57211688754); Foss-Feig, Jennifer H. (21742643000); Naples, Adam J. (15751541600); Coffman, Marika C. (54412232000); Trevisan, Dominic A. (56368083000); McPartland, James C. (7005050670)","57211688754; 21742643000; 15751541600; 54412232000; 56368083000; 7005050670","Autistic and alexithymic traits modulate distinct aspects of face perception","2019","Brain and Cognition","137","","103616","","","15","10.1016/j.bandc.2019.103616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074834281&doi=10.1016%2Fj.bandc.2019.103616&partnerID=40&md5=6f81b0fd3b2c71bc78b4318f782f56c7","Yale Child Study Center, New Haven, CT, United States; Department of Psychology, Macquarie University, Sydney, NSW, Australia; Seaver Autism Center for Research and Treatment, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Department of Psychology, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States","Desai, Aishani, Yale Child Study Center, New Haven, CT, United States, Department of Psychology, Macquarie University, Sydney, NSW, Australia; Foss-Feig, Jennifer H., Yale Child Study Center, New Haven, CT, United States, Seaver Autism Center for Research and Treatment, Icahn School of Medicine at Mount Sinai, New York, NY, United States; Naples, Adam J., Yale Child Study Center, New Haven, CT, United States; Coffman, Marika C., Yale Child Study Center, New Haven, CT, United States, Department of Psychology, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States; Trevisan, Dominic A., Yale Child Study Center, New Haven, CT, United States; McPartland, James C., Yale Child Study Center, New Haven, CT, United States","J.C. McPartland; Yale Child Study Center, Yale University, New Haven, 06519, United States; email: james.mcpartland@yale.edu","","Academic Press Inc. apjcs@harcourt.com","02782626","","BRCOE","31734588","English","Brain Cogn.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85074834281"
"Ibrahim, K.; Eilbott, J.A.; Ventola, P.; He, G.; Pelphrey, K.; McCarthy, G.; Sukhodolsky, D.G.","Ibrahim, Karim (57132202900); Eilbott, Jeffrey A. (55917523900); Ventola, Pamela E. (14629669700); He, George (49661212800); Pelphrey, Kevin Archer (6602153210); McCarthy, Gregory (35724062100); Sukhodolsky, Denis G. (6602619771)","57132202900; 55917523900; 14629669700; 49661212800; 6602153210; 35724062100; 6602619771","Reduced Amygdala–Prefrontal Functional Connectivity in Children With Autism Spectrum Disorder and Co-occurring Disruptive Behavior","2019","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","4","12","","1031","1041","55","10.1016/j.bpsc.2019.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063995051&doi=10.1016%2Fj.bpsc.2019.01.009&partnerID=40&md5=8d39d1ddc2916704f82f85e0a7769a38","Yale Child Study Center, New Haven, CT, United States; Department of Psychology, Yale University, New Haven, CT, United States; Department of Neurology, University of Virginia School of Medicine, Charlottesville, VA, United States","Ibrahim, Karim, Yale Child Study Center, New Haven, CT, United States; Eilbott, Jeffrey A., Yale Child Study Center, New Haven, CT, United States; Ventola, Pamela E., Yale Child Study Center, New Haven, CT, United States; He, George, Department of Psychology, Yale University, New Haven, CT, United States; Pelphrey, Kevin Archer, Department of Neurology, University of Virginia School of Medicine, Charlottesville, VA, United States; McCarthy, Gregory, Department of Psychology, Yale University, New Haven, CT, United States; Sukhodolsky, Denis G., Yale Child Study Center, New Haven, CT, United States","K. Ibrahim; Child Study Center, Yale University School of Medicine, New Haven, United States; email: karim.ibrahim@yale.edu","","Elsevier Inc","24519022","","","30979647","English","Biol. Psychiatry Cogn. Neurosci. Neuroimaging","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85063995051"
"Georgescu, A.L.; Koehler, J.C.; Weiske, J.; Vogeley, K.; Koutsouleris, N.; Falter-Wagner, C.","Georgescu, Alexandra Livia (53363418400); Koehler, Jana Christina (57219269445); Weiske, Johanna (56208845600); Vogeley, Kai (7004117310); Koutsouleris, Nikolaos (23008663100); Falter-Wagner, Christine Michaela (57196097399)","53363418400; 57219269445; 56208845600; 7004117310; 23008663100; 57196097399","Machine Learning to Study Social Interaction Difficulties in ASD","2019","Frontiers in Robotics and AI","6","","132","","","48","10.3389/frobt.2019.00132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072987687&doi=10.3389%2Ffrobt.2019.00132&partnerID=40&md5=80fa517d7df41017cf70cebb714dfd83","Department of Psychology, King's College London, London, United Kingdom; Department of Psychiatry and Psychotherapy, Uniklinik Köln, Koln, Nordrhein-Westfalen, Germany; Department of Psychiatry and Psychotherapy, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; Institute of Neuroscience and Medicine, Forschungszentrum Jülich GmbH, Julich, Germany; Institute of Medical Psychology, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany","Georgescu, Alexandra Livia, Department of Psychology, King's College London, London, United Kingdom, Department of Psychiatry and Psychotherapy, Uniklinik Köln, Koln, Nordrhein-Westfalen, Germany; Koehler, Jana Christina, Department of Psychiatry and Psychotherapy, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; Weiske, Johanna, Department of Psychiatry and Psychotherapy, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; Vogeley, Kai, Department of Psychiatry and Psychotherapy, Uniklinik Köln, Koln, Nordrhein-Westfalen, Germany, Institute of Neuroscience and Medicine, Forschungszentrum Jülich GmbH, Julich, Germany; Koutsouleris, Nikolaos, Department of Psychiatry and Psychotherapy, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany; Falter-Wagner, Christine Michaela, Department of Psychiatry and Psychotherapy, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany, Institute of Medical Psychology, Ludwig-Maximilians-Universität München, Munich, Bayern, Germany","A.L. Georgescu; Department of Psychology, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, United Kingdom; email: alexandra.georgescu@kcl.ac.uk; A.L. Georgescu; Department of Psychology, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London, United Kingdom; email: alexandra.georgescu@kcl.ac.uk; J.C. Koehler; Department of Psychiatry and Psychotherapy, Medical Faculty, LMU Munich, Munich, Germany; email: jana.koehler@med.uni-muenchen.de","","Frontiers Media S.A. info@frontiersin.org c/o Michael Kenyon ch. de la Pecholettaz 6, Epalinges 1066","","","","","English","Front. Robot. AI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85072987687"
